Title,Title2,starrating,View,Keywords,Salary,Location,Keywords5,Skill1,Skill2,Skill3,Skill4,Skill5,Skll6,Skill7,Skill8,Type,Type13,Role,Industry_Type_1,Industry_Type_2,Functional_Area,Employment_Type,Role_Category
Data Science Manager,CareerXperts Consulting,,,9-14 Yrs,Not disclosed,Hyderabad,"deep learning
Team management
data science
Consulting
Machine learning
Programming
Natural language processing
Econometrics",deep learning,Team management,data science,Consulting,Machine learning,Programming,Natural language processing,Econometrics,,30+ DAYS AGO,Software Developer,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Senior Software Engineer - Data Science,TNS holdings,,,7-10 Yrs,Not disclosed,Hyderabad,"Computer science
Career development
Script writing
Machine learning
Agile
MongoDB
Natural language processing
Medical insurance",Computer science,Career development,Script writing,Machine learning,Agile,MongoDB,Natural language processing,Medical insurance,,30+ DAYS AGO,Software Developer,Facility Management,,IT Software - eCommerce,"Full Time, Permanent",Programming & Design
Manager - Data Science,Meritus Intelytics Private Limited,,,3-5 Yrs,Not disclosed,Hyderabad,"Computer science
advanced analytics
data science
Neural networks
Analytical
Machine learning
Algorithm development
Research",Computer science,advanced analytics,data science,Neural networks,Analytical,Machine learning,Algorithm development,Research,,30+ DAYS AGO,Software Developer,Strategy, Management Consulting Firms,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science - Python - SQL,Diverse Lynx,,,2-6 Yrs,Not disclosed,Hyderabad,"IT Skills
Python
Data Science
Machine Learning
Big Data
Computer science
Machine learning
Network security",IT Skills,Python,Data Science,Machine Learning,Big Data,Computer science,Machine learning,Network security,PREMIUM,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Other,"Full Time, Permanent",Programming & Design
Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),5-8 Yrs,Not disclosed,Mumbai,"IT Skills
Data Science
Machine Learning
Project Management
BPO
project management
Analyst
Publishing",IT Skills,Data Science,Machine Learning,Project Management,BPO,project management,Analyst,Publishing,PREFERRED,24 DAYS AGO,,,,,,
Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),5-8 Yrs,Not disclosed,Mumbai,"IT Skills
Data Science
Machine Learning
Analyst
Publishing
Statistical analysis
Architecture
data science",IT Skills,Data Science,Machine Learning,Analyst,Publishing,Statistical analysis,Architecture,data science,PREFERRED,24 DAYS AGO,,,,,,
Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),3-5 Yrs,Not disclosed,Mumbai,"IT Skills
Data Science
Machine Learning
Analyst
Publishing
Statistical analysis
Architecture
data science",IT Skills,Data Science,Machine Learning,Analyst,Publishing,Statistical analysis,Architecture,data science,PREFERRED,24 DAYS AGO,,,,,,
Data Science,Web Synergies (India) Pvt. Ltd,3.3,(21 Reviews),2-7 Yrs,Not disclosed,Hyderabad,"algorithms
development
SAS
analytical
mobile
Business intelligence
Data mining
microsoft",algorithms,development,SAS,analytical,mobile,Business intelligence,Data mining,microsoft,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science Python / R Lead,Larsen & Toubro Infotech Limited,3.6,(1654 Reviews),6-10 Yrs,Not disclosed,india,"IT Skills
Python
Power BI
data science
Analytical
Debugging
Defect prevention
Agile",IT Skills,Python,Power BI,data science,Analytical,Debugging,Defect prevention,Agile,,23 DAYS AGO,Team Lead/Technical Lead,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),3-5 Yrs,Not disclosed,Mumbai,"IT Skills
Python
Data Science
Analyst
Publishing
Architecture
data science
Consulting",IT Skills,Python,Data Science,Analyst,Publishing,Architecture,data science,Consulting,PREFERRED,24 DAYS AGO,,,,,,
Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),5-8 Yrs,Not disclosed,Mumbai,"IT Skills
Python
Data Science
Analyst
Publishing
Architecture
data science
Consulting",IT Skills,Python,Data Science,Analyst,Publishing,Architecture,data science,Consulting,PREFERRED,24 DAYS AGO,,,,,,
Senior Analyst ? Data Science and Artificial Intelligence,Samatrix Consulting Private Limited,,,6-11 Yrs,Not disclosed,Gurgaon,"advanced analytics
deep learning
Analyst
neo4j
SAS
Artificial Intelligence
Predictive modeling
big data",advanced analytics,deep learning,Analyst,neo4j,SAS,Artificial Intelligence,Predictive modeling,big data,,30+ DAYS AGO,Software Developer,Education, Teaching,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Manager - Data Science - Deep Learning - BFSI,Change Leaders,,,6-11 Yrs,Not disclosed,Bengaluru,"Data Science
Logistic regression
NLP
Factor Analysis
CHAID
OLS
Cluster
Data Analytics",Data Science,Logistic regression,NLP,Factor Analysis,CHAID,OLS,Cluster,Data Analytics,PREMIUM,25 DAYS AGO,Analytics Manager,Banking, Financial Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Associate Director - Data Science & AI Engineering,ExecBoardinAsia,,,5-10 Yrs,Not disclosed,Pune,"deep learning
NoSQL
Simulation
data science
RDBMS
Machine learning
Predictive modeling
Associate Director",deep learning,NoSQL,Simulation,data science,RDBMS,Machine learning,Predictive modeling,Associate Director,,30+ DAYS AGO,Software Developer,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science - Lead,Yash Technologies Pvt ltd,3.6,(465 Reviews),7-12 Yrs,Not disclosed,Pune,"IT Skills
Java
Python
Cloud
Big Data
Tableau
Power BI
Azure",IT Skills,Java,Python,Cloud,Big Data,Tableau,Power BI,Azure,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Associate Architect - Data Science,ExecBoardinAsia,,,5-10 Yrs,Not disclosed,Pune,"Cloud computing
data science
Analytical
Infrastructure
Database
Mentor
Associate Architect
text analytics",Cloud computing,data science,Analytical,Infrastructure,Database,Mentor,Associate Architect,text analytics,,20 DAYS AGO,Technical Architect,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
"Manager , Data Science",Aera Technology,4.7,(3 Reviews),5-10 Yrs,Not disclosed,Pune,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Supply chain
Computer science",IT Skills,Python,Data Science,Machine Learning,Cloud,AWS,Supply chain,Computer science,PREMIUM,30+ DAYS AGO,Team Lead/Technical Lead,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science engineer,Bajaj Finance Limited,3.9,(161 Reviews),7-10 Yrs,"15,00,000 - 30,00,000 PA.",Pune,Data Science,Data Science,,,,,,,,PREMIUM,16 DAYS AGO,Technical Architect,Banking, Financial Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science Developer,AJIRA AI,,,2-5 Yrs,Not disclosed,Pune,"Logistic regression
PDF
Coding
Artificial Intelligence
Debugging
linear regression
data visualization
Licensing",Logistic regression,PDF,Coding,Artificial Intelligence,Debugging,linear regression,data visualization,Licensing,PREMIUM,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Openings For Career Counsellor For Education sector - Data Science,Aspire Consultancy Services  ,,,1-6 Yrs,"2,50,000 - 4,25,000 PA.","Navi Mumbai, Thane","Data Science
Bde
Sales
Outbound Sales
Telesales
Telecalling
Cold Calling
Inside Sales",Data Science,Bde,Sales,Outbound Sales,Telesales,Telecalling,Cold Calling,Inside Sales,,3 DAYS AGO,Sales/Business Development Manager,Education, Teaching,Sales,"Full Time, Permanent",Corporate Sales
Data Science Lead,ExecBoardinAsia,,,5-10 Yrs,Not disclosed,Noida,"Statistical modeling
data science
Neural networks
Machine learning
Consulting
E-commerce
Mentor
Research",Statistical modeling,data science,Neural networks,Machine learning,Consulting,E-commerce,Mentor,Research,,30+ DAYS AGO,Database Architect/Designer,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science Expert,UpGrad,,,2-5 Yrs,Not disclosed,Mumbai,"Data scientist
data analytics certification
data science certification
Logistic Regression
Artificial Intelligence
machine learning certification
Digital Marketing
Machine Learning",Data scientist,data analytics certification,data science certification,Logistic Regression,Artificial Intelligence,machine learning certification,Digital Marketing,Machine Learning,HOT JOB,25 DAYS AGO,Other,Education, Teaching,Teaching,"Full Time, Permanent",Other
Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),5-8 Yrs,Not disclosed,Bengaluru,"IT Skills
Data Science
Machine Learning
Publishing
Statistical analysis
Architecture
data science
Senior Analyst",IT Skills,Data Science,Machine Learning,Publishing,Statistical analysis,Architecture,data science,Senior Analyst,PREFERRED,23 DAYS AGO,,,,,,
Data Science Evangelist,Analytics Vidhya Educon Pvt. Ltd,,,2-5 Yrs,Not disclosed,Gurgaon,"Usage
data science
Machine learning
SAS R
Author
Predictive modeling
MATLAB
Analytics",Usage,data science,Machine learning,SAS R,Author,Predictive modeling,MATLAB,Analytics,,30+ DAYS AGO,Pharmacist/Chemist/Bio Chemist,Medical, Healthcare,Medical,"Full Time, Permanent",R&D
Data Science Analytics,Diverse Infotech Pvt. Ltd.,3.6,(13 Reviews),2-7 Yrs,Not disclosed,Gurgaon,"data science
Analytics",data science,Analytics,,,,,,,,30+ DAYS AGO,Business/EDP Analyst,IT-Software, Software Services,ITES,"Full Time, Permanent",Operations
Data Science Trainer,Emerging India Group,,,2-3 Yrs,Not disclosed,"Delhi, Noida","IT Skills
Java
Python
Data Science
Machine Learning
Big Data
Tableau
Computer science",IT Skills,Java,Python,Data Science,Machine Learning,Big Data,Tableau,Computer science,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Chief Data Science officer ,Red Lotus,,,15-18 Yrs,Not disclosed,Mumbai,"Computer science
data science
Master data management
Business analytics
Analytical
Project management
Machine learning
data governance",Computer science,data science,Master data management,Business analytics,Analytical,Project management,Machine learning,data governance,,30+ DAYS AGO,Associate/Senior Associate -(NonTechnical),Advertising, PR,ITES,"Full Time, Permanent",Voice
Transformation and Data Science Specialist,MSCI Inc.,3.6,(49 Reviews),6-11 Yrs,Not disclosed,"Mumbai, Mumbai","Data Science
Transformation
Python",Data Science,Transformation,Python,,,,,,PREMIUM,18 DAYS AGO,,,,,,
Chief Data Science officer,RedLotus,,,15-18 Yrs,Not disclosed,Mumbai,"Computer science
French
data science
Master data management
Business analytics
Analytical
Project management
Machine learning",Computer science,French,data science,Master data management,Business analytics,Analytical,Project management,Machine learning,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Sr . Consultant - Data Engineering & Data Science,Acrotrend,,,6-8 Yrs,Not disclosed,Remote,"IT Skills
Java
Python
Software Development
Tableau
Salesforce
Azure
remote",IT Skills,Java,Python,Software Development,Tableau,Salesforce,Azure,remote,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - DBA,"Full Time, Permanent",Programming & Design
Senior Manager - Data Science - Sales & Marketing Analytics,Gladwin Analytics,,,10-15 Yrs,Not disclosed,Mumbai,"Computer science
Operations research
Sales
data science
Coding
Analytical
Machine learning
Agile",Computer science,Operations research,Sales,data science,Coding,Analytical,Machine learning,Agile,,30+ DAYS AGO,Outside Consultant,Recruitment, Staffing,ITES,"Full Time, Permanent",Other
Senior Manager - Data Science,Gladwin Analytics,,,5-10 Yrs,Not disclosed,Mumbai,"Computer science
Electrical engineering
Analytical skills
Statistical modeling
data science
Time series analysis
Machine learning
Analytics Executive",Computer science,Electrical engineering,Analytical skills,Statistical modeling,data science,Time series analysis,Machine learning,Analytics Executive,,30+ DAYS AGO,Data Analyst,Recruitment, Staffing,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),7-11 Yrs,Not disclosed,Mumbai,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Project Management
BPO
project management
Publishing",IT Skills,Data Science,Machine Learning,Artificial Intelligence,Project Management,BPO,project management,Publishing,PREFERRED,23 DAYS AGO,,,,,,
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,4,(15236 Reviews),7-11 Yrs,Not disclosed,Mumbai,"IT Skills
Data Science
Machine Learning
Big Data
Publishing
Statistical analysis
Architecture
data science",IT Skills,Data Science,Machine Learning,Big Data,Publishing,Statistical analysis,Architecture,data science,PREFERRED,24 DAYS AGO,,,,,,
Data Science Engineer,Mystro,,,2-4 Yrs,Not disclosed,Mumbai,"deep learning
data science
Machine learning
Manager Technology
Data processing
Python",deep learning,data science,Machine learning,Manager Technology,Data processing,Python,,,,30+ DAYS AGO,Software Developer,Banking, Financial Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
"Associate Manager  - Data Science, Technology",RateGain Travel technologies Pvt. Ltd.,3.4,(50 Reviews),5-8 Yrs,Not disclosed,Noida,"NLP
Deep Learning
Python
IT Skills
Python
Data Science
Cloud
Product Management",NLP,Deep Learning,Python,IT Skills,Python,Data Science,Cloud,Product Management,PREMIUM,27 DAYS AGO,,,,,,
"Data Science Lead Python, AI/ML",MNF MyNextFilm,,,6-9 Yrs,Not disclosed,Delhi,"Computer science
deep learning
Operations research
Process orientation
data science
Analytical
Machine learning
Hypothesis Testing",Computer science,deep learning,Operations research,Process orientation,data science,Analytical,Machine learning,Hypothesis Testing,,30+ DAYS AGO,Team Lead/Technical Lead,BPO, Call Centre,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Software Engineer - Data Science,Indix,,,2-5 Yrs,Not disclosed,Chennai,"Computer science
Data modeling
Analytical
Machine learning
Programming
Information retrieval
data visualization
Data mining",Computer science,Data modeling,Analytical,Machine learning,Programming,Information retrieval,data visualization,Data mining,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - System Programming,"Full Time, Permanent",Programming & Design
Director of Data Science,WRS Info India Pvt. Ltd.,,,5-10 Yrs,Not disclosed,"Lucknow, Noida","Loans
Email
data science
SAS
Analytical
Director
Tools
Business intelligence",Loans,Email,data science,SAS,Analytical,Director,Tools,Business intelligence,PREMIUM,30+ DAYS AGO,Sales/Business Development Manager,IT-Software, Software Services,Sales,"Full Time, Permanent",Retail Sales
Data Science Developer,Iphygenia Solution,,,1-5 Yrs,Not disclosed,Lucknow,data science,data science,,,,,,,,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Science Expert,Tech Pathway,,,5-10 Yrs,Not disclosed,Jaipur,"IT Skills
Java
Software Development
Data Science
Machine Learning
HTML
CSS
Javascript",IT Skills,Java,Software Development,Data Science,Machine Learning,HTML,CSS,Javascript,,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
